"","X.miRNA","read_count","precursor","total","XmiRNA1","XmiRNA2","XmiRNA3","XmiRNA4","XmiRNA5","XmiRNA6","XmiRNA7","XmiRNA8","XmiRNA9","XmiRNA10","XmiRNA11","XmiRNA12","XmiRNA13","XmiRNA14","XmiRNA15","XmiRNA16","XmiRNA17","XmiRNA18","XmiRNA19","XmiRNA20","XmiRNA21","XmiRNA22","XmiRNA23","XmiRNA24","XmiRNA25","XmiRNA26","XmiRNA27","XmiRNA28","XmiRNA29","XmiRNA30","XmiRNA31","XmiRNA32","XmiRNA33","XmiRNA34","XmiRNA35","XmiRNA36","XmiRNA37","XmiRNA38","XmiRNA39","XmiRNA40","XmiRNA41","XmiRNA42","XmiRNA43","XmiRNA44","XmiRNA45","XmiRNA46","X10miRNA1.norm.","XmiRNA2.norm.","XmiRNA3.norm.","XmiRNA4.norm.","XmiRNA5.norm.","XmiRNA6.norm.","XmiRNA7.norm.","XmiRNA8.norm.","XmiRNA9.norm.","XmiRNA10.norm.","XmiRNA11.norm.","XmiRNA12.norm.","XmiRNA13.norm.","XmiRNA14.norm.","XmiRNA15.norm.","XmiRNA16.norm.","XmiRNA17.norm.","XmiRNA18.norm.","XmiRNA19.norm.","XmiRNA20.norm.","XmiRNA21.norm.","XmiRNA22.norm.","XmiRNA23.norm.","XmiRNA24.norm.","XmiRNA25.norm.","XmiRNA26.norm.","XmiRNA27.norm.","XmiRNA28.norm.","XmiRNA29.norm.","XmiRNA30.norm.","XmiRNA31.norm.","XmiRNA32.norm.","XmiRNA33.norm.","XmiRNA34.norm.","XmiRNA35.norm.","XmiRNA36.norm.","XmiRNA37.norm.","XmiRNA38.norm.","XmiRNA39.norm.","XmiRNA40.norm.","XmiRNA41.norm.","XmiRNA42.norm.","XmiRNA43.norm.","XmiRNA44.norm.","XmiRNA45.norm.","XmiRNA46.norm."
"1537","hsa-miR-6870-3p",2,"hsa-mir-6870",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
"1538","hsa-miR-6871-5p",0,"hsa-mir-6871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1539","hsa-miR-6871-3p",0,"hsa-mir-6871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1540","hsa-miR-6872-5p",17,"hsa-mir-6872",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1541","hsa-miR-6872-3p",0,"hsa-mir-6872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1542","hsa-miR-6873-5p",17,"hsa-mir-6873",17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543","hsa-miR-6874-5p",0,"hsa-mir-6874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1544","hsa-miR-6875-5p",23,"hsa-mir-6875",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545","hsa-miR-6876-5p",65,"hsa-mir-6876",65,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,20,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,2.08,0,0,6.28,4.31,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0
"1546","hsa-miR-6877-5p",310,"hsa-mir-6877",310,0,0,14,0,0,0,1,30,31,14,0,46,10,0,0,0,17,0,0,0,0,0,20,3,9,0,0,0,0,0,24,19,0,0,0,20,0,0,0,9,12,8,0,0,22,1,0,0,6,0,0,0,0.71,3.74,7.01,4.54,0,13.76,1.31,0,0,0,2.03,0,0,0,0,0,8.31,2.53,1.73,0,0,0,0,0,5.64,1.6,0,0,0,15.62,0,0,0,3,1.84,2.31,0,0,6.24,0.18
"1547","hsa-miR-6877-3p",1,"hsa-mir-6877",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1548","hsa-miR-6878-5p",10,"hsa-mir-6878",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0
"1549","hsa-miR-6879-5p",21,"hsa-mir-6879",21,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550","hsa-miR-6880-5p",5,"hsa-mir-6880",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551","hsa-miR-6881-5p",42,"hsa-mir-6881",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"1552","hsa-miR-6882-5p",267,"hsa-mir-6882",267,37,0,0,0,15,0,0,0,19,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,54,0,5,32,0,24,0,0,28,0,9.22,0,0,0,4.36,0,0,0,4.3,0,0,0,0,0,0,0,0,0,2.29,0,2.81,0,0,0,3.07,0,0,0,0,0,0,0.76,0,0,0,0,12.3,0,1.23,10.66,0,6.92,0,0,7.94,0
"1553","hsa-miR-6883-5p",0,"hsa-mir-6883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1554","hsa-miR-6884-5p",138,"hsa-mir-6884",138,0,0,0,0,13,26,0,30,0,0,0,0,0,0,0,28,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,3.77,9.56,0,3.74,0,0,0,0,0,0,0,5.13,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,4.9,0,0,0,0
"1555","hsa-miR-6885-5p",124,"hsa-mir-6885",124,0,7,0,0,0,0,0,30,0,17,0,0,0,0,45,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,3.74,0,5.52,0,0,0,0,9.12,0,0,0,0,0,0,0,0,8.42,0,0,0.48,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0
"1556","hsa-miR-6886-5p",0,"hsa-mir-6886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557","hsa-miR-6886-3p",48,"hsa-mir-6886",48,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558","hsa-miR-6887-5p",6,"hsa-mir-6887",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1559","hsa-miR-6888-5p",0,"hsa-mir-6888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1560","hsa-miR-6889-5p",7,"hsa-mir-6889",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561","hsa-miR-6889-3p",29,"hsa-mir-6889",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,2.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1562","hsa-miR-6890-5p",20,"hsa-mir-6890",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1563","hsa-miR-6891-5p",10723,"hsa-mir-6891",10723,129,294,23,581,256,281,25,62,616,71,0,363,13,16,523,378,8,42,68,0,81,174,1566,1114,184,7,475,614,291,116,371,95,80,36,121,0,45,180,61,21,122,307,170,1,67,675,32.16,123.29,9.85,367.42,74.33,103.36,17.8,7.74,139.28,23.05,0,108.61,1.71,15.55,105.94,69.22,0.95,11.25,10.38,0,17.5,18.75,650.63,938.31,35.31,2.2,227.56,162.32,107.34,201.06,87.21,8.02,54.03,13.74,32.91,0,10.25,28.73,14.96,6.99,18.71,88.47,498.64,0.95,19.01,121.53
"1564","hsa-miR-6892-5p",181,"hsa-mir-6892",181,15,16,0,0,0,19,0,0,0,9,0,0,0,6,0,0,15,0,0,0,11,33,25,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3.74,6.71,0,0,0,6.99,0,0,0,2.92,0,0,0,5.83,0,0,1.79,0,0,0,2.38,3.56,10.39,0,0.58,0,0,0,0,0,4.7,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0
"1565","hsa-miR-6893-5p",0,"hsa-mir-6893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1566","hsa-miR-6894-5p",156,"hsa-mir-6894",156,0,0,0,8,0,0,0,0,0,0,0,44,0,0,0,0,20,0,0,0,13,0,27,0,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,13.16,0,0,0,0,2.39,0,0,0,2.81,0,11.22,0,0,0,0,6.08,0,0,0,0.84,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0
"1567","hsa-miR-6894-3p",366,"hsa-mir-6894",366,0,3,14,8,0,15,32,49,0,7,0,0,16,0,33,0,24,0,0,0,0,24,10,3,1,16,6,8,0,0,0,14,33,0,0,0,18,1,0,9,0,0,0,0,0,22,0,1.26,6,5.06,0,5.52,22.79,6.11,0,2.27,0,0,2.1,0,6.68,0,2.86,0,0,0,0,2.59,4.15,2.53,0.19,5.02,2.87,2.11,0,0,0,1.18,22.29,0,0,0,4.1,0.16,0,3,0,0,0,0,0,3.96
"1568","hsa-miR-6895-5p",1,"hsa-mir-6895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1569","hsa-miR-7-5p",309179,"hsa-mir-7-1",309179,9483,5298,9051,1760,7986,3777,6584,8349,8943,6086,2310,2228,18926,1773,5695,7672,7697,11764,16425,1557,4377,15611,4867,1186,10587,4903,3238,10911,9986,2168,16767,2408,2808,2731,4127,2253,11431,6067,8942,6814,11032,5621,1026,1172,2672,12110,2363.87,2221.72,3878.01,1113.02,2318.74,1389.26,4688.64,1041.78,2022.07,1975.7,1796.42,666.61,2486.21,1722.7,1153.56,1404.84,918.16,3152.12,2508.03,1005.43,945.6,1681.95,2022.11,998.96,2031.59,1539.09,1551.21,2884.43,3683.51,3757.78,3941.24,203.41,1896.43,1042.42,1122.39,1759.06,2602.67,968.42,2192.67,2269.66,1691.7,1619.91,3009.44,1116.96,758.09,2180.43
"1570","hsa-miR-7-5p",305966,"hsa-mir-7-2",305966,9195,5283,9051,1761,7890,3810,6576,8171,8851,6037,2310,2177,18749,1738,5677,7613,7696,11542,16456,1536,4326,15594,4879,1189,10398,4793,3193,10674,9742,2169,16479,2403,2808,2720,4127,2232,11279,6025,8822,6727,10835,5532,1004,1172,2616,12109,2292.07,2215.43,3878.01,1113.66,2290.86,1401.4,4682.95,1019.57,2001.27,1959.79,1796.42,651.35,2462.95,1688.69,1149.91,1394.04,918.04,3092.64,2512.76,991.87,934.58,1680.12,2027.1,1001.48,1995.32,1504.56,1529.65,2821.78,3593.51,3759.51,3873.54,202.98,1896.43,1038.22,1122.39,1742.66,2568.07,961.72,2163.25,2240.68,1661.49,1594.26,2944.91,1116.96,742.2,2180.25
"1571","hsa-miR-7-5p",305361,"hsa-mir-7-3",305361,9148,5301,9051,1760,7867,3777,6576,8171,8804,6016,2310,2177,18741,1738,5642,7566,7696,11507,16425,1536,4314,15594,4867,1186,10366,4793,3178,10613,9731,2168,16433,2403,2808,2720,4127,2229,11247,6017,8811,6695,10835,5519,1004,1172,2616,12106,2280.36,2222.98,3878.01,1113.02,2284.19,1389.26,4682.95,1019.57,1990.64,1952.97,1796.42,651.35,2461.9,1688.69,1142.82,1385.43,918.04,3083.26,2508.03,991.87,931.99,1680.12,2022.11,998.96,1989.18,1504.56,1522.46,2805.65,3589.45,3757.78,3862.73,202.98,1896.43,1038.22,1122.39,1740.32,2560.78,960.44,2160.55,2230.02,1661.49,1590.52,2944.91,1116.96,742.2,2179.71
"1572","hsa-miR-708-5p",379,"hsa-mir-708",379,12,37,0,0,0,3,88,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,7,69,0,0,0,0,10,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.99,15.52,0,0,0,1.1,62.67,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,2.91,58.12,0,0,0,0,3.69,0,15.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
"1573","hsa-miR-7106-5p",0,"hsa-mir-7106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1574","hsa-miR-7107-5p",16,"hsa-mir-7107",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0
"1575","hsa-miR-7108-5p",425,"hsa-mir-7108",425,0,0,17,0,13,0,1,0,55,18,0,0,0,0,0,1,0,0,24,0,0,0,0,35,154,0,0,0,0,4,0,1,71,0,0,0,0,0,0,0,0,17,11,0,0,3,0,0,7.28,0,3.77,0,0.71,0,12.44,5.84,0,0,0,0,0,0.18,0,0,3.66,0,0,0,0,29.48,29.55,0,0,0,0,6.93,0,0.08,47.95,0,0,0,0,0,0,0,0,4.9,32.26,0,0,0.54
"1576","hsa-miR-7109-5p",15,"hsa-mir-7109",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0
"1577","hsa-miR-7109-3p",352,"hsa-mir-7109",352,6,27,0,0,0,0,0,27,25,21,0,21,31,7,0,8,17,28,12,0,10,0,10,0,12,0,6,0,0,0,0,0,0,38,2,0,10,0,8,9,0,0,0,0,17,0,1.5,11.32,0,0,0,0,0,3.37,5.65,6.82,0,6.28,4.07,6.8,0,1.46,2.03,7.5,1.83,0,2.16,0,4.15,0,2.3,0,2.87,0,0,0,0,0,0,14.5,0.54,0,2.28,0,1.96,3,0,0,0,0,4.82,0
"1578","hsa-miR-7110-5p",58,"hsa-mir-7110",58,0,0,0,22,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1579","hsa-miR-7111-5p",15,"hsa-mir-7111",15,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1580","hsa-miR-7112-5p",0,"hsa-mir-7112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581","hsa-miR-7113-5p",52,"hsa-mir-7113",52,9,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
"1582","hsa-miR-7113-3p",0,"hsa-mir-7113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583","hsa-miR-7114-5p",12,"hsa-mir-7114",12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0.18
"1584","hsa-miR-7150",0,"hsa-mir-7150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1585","hsa-miR-7151-5p",0,"hsa-mir-7151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1586","hsa-miR-7151-3p",2,"hsa-mir-7151",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0
"1587","hsa-miR-7152-5p",0,"hsa-mir-7152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1588","hsa-miR-7152-3p",0,"hsa-mir-7152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589","hsa-miR-7153-5p",0,"hsa-mir-7153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1590","hsa-miR-7153-3p",0,"hsa-mir-7153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1591","hsa-miR-7154-5p",0,"hsa-mir-7154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
